Day,High(°F),Low(°F),Precip.month(inch),Precip.year(inch),Snowmonth(inch),Snowyear(inch),State,Precip.(inch),Snow(inch),Snowdepth(inch)
18 jan,53.1,32,3.31,3.31,0.12,0.12,Climate Addison - Alabama,NA,NA,NA
19 jan,53.2,32,3.54,3.54,0.12,0.12,Climate Addison - Alabama,NA,NA,NA
20 jan,53.3,32.1,3.74,3.74,0.12,0.12,Climate Addison - Alabama,NA,NA,NA
21 jan,53.4,32.1,3.94,3.94,0.12,0.12,Climate Addison - Alabama,NA,NA,NA
22 jan,53.5,32.2,4.17,4.17,0.12,0.12,Climate Addison - Alabama,NA,NA,NA
23 jan,53.6,32.3,4.37,4.37,0.12,0.12,Climate Addison - Alabama,NA,NA,NA
24 jan,53.8,32.4,4.57,4.57,0.12,0.12,Climate Addison - Alabama,NA,NA,NA
25 jan,53.9,32.4,4.76,4.76,0.12,0.12,Climate Addison - Alabama,NA,NA,NA
26 jan,54,32.6,4.96,4.96,0.2,0.2,Climate Addison - Alabama,NA,NA,NA
27 jan,54.2,32.7,5.2,5.2,0.2,0.2,Climate Addison - Alabama,NA,NA,NA
28 jan,54.3,32.8,5.39,5.39,0.2,0.2,Climate Addison - Alabama,NA,NA,NA
29 jan,54.5,32.9,5.59,5.59,0.2,0.2,Climate Addison - Alabama,NA,NA,NA
30 jan,54.7,33.1,5.79,5.79,0.2,0.2,Climate Addison - Alabama,NA,NA,NA
31 jan,54.8,33.2,5.98,5.98,0.2,0.2,Climate Addison - Alabama,NA,NA,NA
1 feb,55,33.4,0.2,6.18,0,0.2,Climate Addison - Alabama,NA,NA,NA
2 feb,55.2,33.6,0.39,6.42,0,0.2,Climate Addison - Alabama,NA,NA,NA
3 feb,55.3,33.7,0.63,6.61,0,0.2,Climate Addison - Alabama,NA,NA,NA
4 feb,55.5,33.9,0.83,6.81,0,0.2,Climate Addison - Alabama,NA,NA,NA
5 feb,55.7,34.1,1.02,7.01,0,0.2,Climate Addison - Alabama,NA,NA,NA
6 feb,55.9,34.3,1.22,7.2,0,0.2,Climate Addison - Alabama,NA,NA,NA
7 feb,56.1,34.5,1.42,7.4,0,0.2,Climate Addison - Alabama,NA,NA,NA
8 feb,56.3,34.7,1.61,7.6,0,0.2,Climate Addison - Alabama,NA,NA,NA
9 feb,56.5,34.9,1.81,7.8,0,0.2,Climate Addison - Alabama,NA,NA,NA
10 feb,56.7,35.2,2.01,7.99,0,0.2,Climate Addison - Alabama,NA,NA,NA
11 feb,57,35.4,2.2,8.19,0,0.2,Climate Addison - Alabama,NA,NA,NA
12 feb,57.2,35.6,2.4,8.39,0,0.2,Climate Addison - Alabama,NA,NA,NA
13 feb,57.4,35.8,2.6,8.58,0,0.2,Climate Addison - Alabama,NA,NA,NA
14 feb,57.6,36.1,2.8,8.78,0,0.2,Climate Addison - Alabama,NA,NA,NA
15 feb,57.9,36.3,2.99,8.98,0,0.2,Climate Addison - Alabama,NA,NA,NA
16 feb,58.1,36.5,3.19,9.17,0,0.2,Climate Addison - Alabama,NA,NA,NA
17 feb,58.4,36.7,3.43,9.41,0,0.2,Climate Addison - Alabama,NA,NA,NA
18 feb,58.6,37,3.62,9.61,0,0.2,Climate Addison - Alabama,NA,NA,NA
19 feb,58.9,37.2,3.82,9.8,0,0.2,Climate Addison - Alabama,NA,NA,NA
20 feb,59.1,37.4,4.02,10,0,0.2,Climate Addison - Alabama,NA,NA,NA
21 feb,59.4,37.6,4.21,10.24,0,0.2,Climate Addison - Alabama,NA,NA,NA
22 feb,59.7,37.9,4.45,10.43,0,0.2,Climate Addison - Alabama,NA,NA,NA
23 feb,59.9,38.1,4.65,10.63,0,0.2,Climate Addison - Alabama,NA,NA,NA
24 feb,60.2,38.3,4.84,10.83,0,0.2,Climate Addison - Alabama,NA,NA,NA
25 feb,60.5,38.5,5.08,11.06,0,0.2,Climate Addison - Alabama,NA,NA,NA
26 feb,60.7,38.7,5.28,11.26,0,0.2,Climate Addison - Alabama,NA,NA,NA
27 feb,61,38.9,5.47,11.46,0,0.2,Climate Addison - Alabama,NA,NA,NA
28 feb,61.3,39.1,5.67,11.65,0,0.2,Climate Addison - Alabama,NA,NA,NA
29 feb,61.4,39.2,0,0,0,0,Climate Addison - Alabama,NA,NA,NA
1 mar,61.6,39.3,0.2,11.85,0,0.2,Climate Addison - Alabama,NA,NA,NA
2 mar,61.9,39.5,0.39,12.09,0,0.2,Climate Addison - Alabama,NA,NA,NA
3 mar,62.2,39.7,0.59,12.28,0,0.2,Climate Addison - Alabama,NA,NA,NA
4 mar,62.5,39.9,0.83,12.48,0,0.2,Climate Addison - Alabama,NA,NA,NA
5 mar,62.8,40.1,0.98,12.68,0,0.2,Climate Addison - Alabama,NA,NA,NA
6 mar,63.1,40.3,1.18,12.87,0,0.2,Climate Addison - Alabama,NA,NA,NA
7 mar,63.3,40.4,1.42,13.07,0,0.2,Climate Addison - Alabama,NA,NA,NA
8 mar,63.6,40.6,1.61,13.27,0,0.2,Climate Addison - Alabama,NA,NA,NA
9 mar,63.9,40.8,1.81,13.46,0,0.2,Climate Addison - Alabama,NA,NA,NA
10 mar,64.2,40.9,2.01,13.66,0,0.2,Climate Addison - Alabama,NA,NA,NA
11 mar,64.5,41.1,2.17,13.86,0,0.2,Climate Addison - Alabama,NA,NA,NA
12 mar,64.8,41.3,2.36,14.06,0,0.2,Climate Addison - Alabama,NA,NA,NA
13 mar,65.1,41.4,2.56,14.21,0,0.2,Climate Addison - Alabama,NA,NA,NA
14 mar,65.4,41.6,2.76,14.41,0,0.2,Climate Addison - Alabama,NA,NA,NA
15 mar,65.7,41.7,2.91,14.61,0,0.2,Climate Addison - Alabama,NA,NA,NA
16 mar,66,41.9,3.11,14.76,0,0.2,Climate Addison - Alabama,NA,NA,NA
17 mar,66.3,42,3.27,14.92,0,0.2,Climate Addison - Alabama,NA,NA,NA
18 mar,66.6,42.2,3.46,15.12,0,0.2,Climate Addison - Alabama,NA,NA,NA
19 mar,66.9,42.4,3.62,15.28,0,0.2,Climate Addison - Alabama,NA,NA,NA
20 mar,67.2,42.5,3.82,15.47,0,0.2,Climate Addison - Alabama,NA,NA,NA
21 mar,67.5,42.7,3.98,15.67,0,0.2,Climate Addison - Alabama,NA,NA,NA
22 mar,67.8,42.8,4.13,15.83,0,0.2,Climate Addison - Alabama,NA,NA,NA
23 mar,68.1,43,4.33,15.98,0,0.2,Climate Addison - Alabama,NA,NA,NA
24 mar,68.4,43.2,4.49,16.18,0,0.2,Climate Addison - Alabama,NA,NA,NA
25 mar,68.6,43.4,4.69,16.34,0,0.2,Climate Addison - Alabama,NA,NA,NA
26 mar,68.9,43.5,4.84,16.54,0,0.2,Climate Addison - Alabama,NA,NA,NA
27 mar,69.2,43.7,5.04,16.69,0,0.2,Climate Addison - Alabama,NA,NA,NA
28 mar,69.5,43.9,5.2,16.85,0,0.2,Climate Addison - Alabama,NA,NA,NA
29 mar,69.8,44.1,5.35,17.05,0,0.2,Climate Addison - Alabama,NA,NA,NA
30 mar,70,44.3,5.51,17.2,0,0.2,Climate Addison - Alabama,NA,NA,NA
31 mar,70.3,44.5,5.71,17.36,0,0.2,Climate Addison - Alabama,NA,NA,NA
1 apr,70.6,44.7,0.16,17.52,0,0.2,Climate Addison - Alabama,NA,NA,NA
2 apr,70.8,44.9,0.35,17.72,0,0.2,Climate Addison - Alabama,NA,NA,NA
3 apr,71.1,45.2,0.51,17.87,0,0.2,Climate Addison - Alabama,NA,NA,NA
4 apr,71.4,45.4,0.67,18.03,0,0.2,Climate Addison - Alabama,NA,NA,NA
5 apr,71.6,45.6,0.83,18.19,0,0.2,Climate Addison - Alabama,NA,NA,NA
6 apr,71.9,45.9,0.98,18.35,0,0.2,Climate Addison - Alabama,NA,NA,NA
7 apr,72.1,46.1,1.14,18.5,0,0.2,Climate Addison - Alabama,NA,NA,NA
8 apr,72.4,46.4,1.3,18.66,0,0.2,Climate Addison - Alabama,NA,NA,NA
9 apr,72.6,46.6,1.46,18.82,0,0.2,Climate Addison - Alabama,NA,NA,NA
10 apr,72.9,46.9,1.61,18.98,0,0.2,Climate Addison - Alabama,NA,NA,NA
11 apr,73.1,47.2,1.77,19.13,0,0.2,Climate Addison - Alabama,NA,NA,NA
12 apr,73.3,47.5,1.93,19.29,0,0.2,Climate Addison - Alabama,NA,NA,NA
13 apr,73.6,47.8,2.09,19.45,0,0.2,Climate Addison - Alabama,NA,NA,NA
14 apr,73.8,48.1,2.24,19.61,0,0.2,Climate Addison - Alabama,NA,NA,NA
15 apr,74,48.4,2.4,19.76,0,0.2,Climate Addison - Alabama,NA,NA,NA
16 apr,74.3,48.7,2.56,19.92,0,0.2,Climate Addison - Alabama,NA,NA,NA
17 apr,74.5,49,2.72,20.08,0,0.2,Climate Addison - Alabama,NA,NA,NA
18 apr,74.7,49.3,2.87,20.24,0,0.2,Climate Addison - Alabama,NA,NA,NA
19 apr,75,49.6,2.99,20.35,0,0.2,Climate Addison - Alabama,NA,NA,NA
20 apr,75.2,49.9,3.15,20.51,0,0.2,Climate Addison - Alabama,NA,NA,NA
21 apr,75.4,50.3,3.31,20.67,0,0.2,Climate Addison - Alabama,NA,NA,NA
22 apr,75.6,50.6,3.43,20.79,0,0.2,Climate Addison - Alabama,NA,NA,NA
23 apr,75.9,50.9,3.58,20.94,0,0.2,Climate Addison - Alabama,NA,NA,NA
24 apr,76.1,51.3,3.7,21.06,0,0.2,Climate Addison - Alabama,NA,NA,NA
25 apr,76.3,51.6,3.86,21.18,0,0.2,Climate Addison - Alabama,NA,NA,NA
26 apr,76.5,51.9,3.98,21.34,0,0.2,Climate Addison - Alabama,NA,NA,NA
27 apr,76.8,52.3,4.13,21.5,0,0.2,Climate Addison - Alabama,NA,NA,NA
28 apr,77,52.6,4.29,21.65,0,0.2,Climate Addison - Alabama,NA,NA,NA
29 apr,77.2,52.9,4.45,21.81,0,0.2,Climate Addison - Alabama,NA,NA,NA
30 apr,77.4,53.3,4.57,21.93,0,0.2,Climate Addison - Alabama,NA,NA,NA
1 may,77.7,53.6,0.16,22.09,0,0.2,Climate Addison - Alabama,NA,NA,NA
2 may,77.9,53.9,0.28,22.24,0,0.2,Climate Addison - Alabama,NA,NA,NA
3 may,78.1,54.3,0.43,22.36,0,0.2,Climate Addison - Alabama,NA,NA,NA
4 may,78.3,54.6,0.59,22.52,0,0.2,Climate Addison - Alabama,NA,NA,NA
5 may,78.6,54.9,0.75,22.68,0,0.2,Climate Addison - Alabama,NA,NA,NA
6 may,78.8,55.3,0.91,22.83,0,0.2,Climate Addison - Alabama,NA,NA,NA
7 may,79,55.6,1.02,22.99,0,0.2,Climate Addison - Alabama,NA,NA,NA
8 may,79.2,55.9,1.18,23.15,0,0.2,Climate Addison - Alabama,NA,NA,NA
9 may,79.5,56.2,1.34,23.31,0,0.2,Climate Addison - Alabama,NA,NA,NA
10 may,79.7,56.5,1.5,23.43,0,0.2,Climate Addison - Alabama,NA,NA,NA
11 may,79.9,56.9,1.65,23.58,0,0.2,Climate Addison - Alabama,NA,NA,NA
12 may,80.2,57.2,1.77,23.74,0,0.2,Climate Addison - Alabama,NA,NA,NA
13 may,80.4,57.5,1.93,23.86,0,0.2,Climate Addison - Alabama,NA,NA,NA
14 may,80.7,57.8,2.09,24.02,0,0.2,Climate Addison - Alabama,NA,NA,NA
15 may,80.9,58.1,2.2,24.17,0,0.2,Climate Addison - Alabama,NA,NA,NA
16 may,81.1,58.4,2.36,24.29,0,0.2,Climate Addison - Alabama,NA,NA,NA
17 may,81.4,58.7,2.52,24.45,0,0.2,Climate Addison - Alabama,NA,NA,NA
18 may,81.6,59,2.68,24.61,0,0.2,Climate Addison - Alabama,NA,NA,NA
19 may,81.9,59.3,2.8,24.76,0,0.2,Climate Addison - Alabama,NA,NA,NA
20 may,82.1,59.6,2.95,24.88,0,0.2,Climate Addison - Alabama,NA,NA,NA
21 may,82.4,59.9,3.11,25.08,0,0.2,Climate Addison - Alabama,NA,NA,NA
22 may,82.6,60.2,3.27,25.24,0,0.2,Climate Addison - Alabama,NA,NA,NA
23 may,82.9,60.4,3.43,25.39,0,0.2,Climate Addison - Alabama,NA,NA,NA
24 may,83.1,60.7,3.58,25.55,0,0.2,Climate Addison - Alabama,NA,NA,NA
25 may,83.4,61,3.74,25.71,0,0.2,Climate Addison - Alabama,NA,NA,NA
26 may,83.6,61.3,3.9,25.87,0,0.2,Climate Addison - Alabama,NA,NA,NA
27 may,83.9,61.6,4.06,25.98,0,0.2,Climate Addison - Alabama,NA,NA,NA
28 may,84.2,61.9,4.21,26.14,0,0.2,Climate Addison - Alabama,NA,NA,NA
29 may,84.4,62.1,4.37,26.3,0,0.2,Climate Addison - Alabama,NA,NA,NA
30 may,84.7,62.4,4.53,26.46,0,0.2,Climate Addison - Alabama,NA,NA,NA
31 may,84.9,62.7,4.69,26.61,0,0.2,Climate Addison - Alabama,NA,NA,NA
1 jun,85.2,63,0.16,26.77,0,0.2,Climate Addison - Alabama,NA,NA,NA
2 jun,85.4,63.2,0.35,26.97,0,0.2,Climate Addison - Alabama,NA,NA,NA
3 jun,85.7,63.5,0.51,27.13,0,0.2,Climate Addison - Alabama,NA,NA,NA
4 jun,85.9,63.8,0.67,27.28,0,0.2,Climate Addison - Alabama,NA,NA,NA
5 jun,86.1,64,0.83,27.44,0,0.2,Climate Addison - Alabama,NA,NA,NA
6 jun,86.4,64.3,0.98,27.6,0,0.2,Climate Addison - Alabama,NA,NA,NA
7 jun,86.6,64.6,1.14,27.76,0,0.2,Climate Addison - Alabama,NA,NA,NA
8 jun,86.8,64.8,1.3,27.91,0,0.2,Climate Addison - Alabama,NA,NA,NA
9 jun,87.1,65.1,1.46,28.07,0,0.2,Climate Addison - Alabama,NA,NA,NA
10 jun,87.3,65.3,1.61,28.23,0,0.2,Climate Addison - Alabama,NA,NA,NA
11 jun,87.5,65.6,1.81,28.43,0,0.2,Climate Addison - Alabama,NA,NA,NA
12 jun,87.7,65.8,1.97,28.58,0,0.2,Climate Addison - Alabama,NA,NA,NA
13 jun,87.9,66.1,2.13,28.74,0,0.2,Climate Addison - Alabama,NA,NA,NA
14 jun,88.1,66.3,2.32,28.94,0,0.2,Climate Addison - Alabama,NA,NA,NA
15 jun,88.3,66.6,2.48,29.09,0,0.2,Climate Addison - Alabama,NA,NA,NA
16 jun,88.5,66.8,2.68,29.25,0,0.2,Climate Addison - Alabama,NA,NA,NA
17 jun,88.7,67,2.83,29.45,0,0.2,Climate Addison - Alabama,NA,NA,NA
18 jun,88.9,67.2,2.99,29.61,0,0.2,Climate Addison - Alabama,NA,NA,NA
19 jun,89.1,67.5,3.19,29.76,0,0.2,Climate Addison - Alabama,NA,NA,NA
20 jun,89.2,67.7,3.35,29.96,0,0.2,Climate Addison - Alabama,NA,NA,NA
21 jun,89.4,67.9,3.5,30.12,0,0.2,Climate Addison - Alabama,NA,NA,NA
22 jun,89.5,68.1,3.66,30.28,0,0.2,Climate Addison - Alabama,NA,NA,NA
23 jun,89.7,68.3,3.86,30.43,0,0.2,Climate Addison - Alabama,NA,NA,NA
24 jun,89.8,68.4,4.02,30.63,0,0.2,Climate Addison - Alabama,NA,NA,NA
25 jun,89.9,68.6,4.17,30.79,0,0.2,Climate Addison - Alabama,NA,NA,NA
26 jun,90,68.8,4.37,30.98,0,0.2,Climate Addison - Alabama,NA,NA,NA
27 jun,90.2,68.9,4.53,31.14,0,0.2,Climate Addison - Alabama,NA,NA,NA
28 jun,90.3,69.1,4.72,31.34,0,0.2,Climate Addison - Alabama,NA,NA,NA
29 jun,90.4,69.2,4.88,31.5,0,0.2,Climate Addison - Alabama,NA,NA,NA
30 jun,90.4,69.4,5.08,31.69,0,0.2,Climate Addison - Alabama,NA,NA,NA
1 jul,90.5,69.5,0.2,31.85,0,0.2,Climate Addison - Alabama,NA,NA,NA
2 jul,90.6,69.6,0.35,32.05,0,0.2,Climate Addison - Alabama,NA,NA,NA
3 jul,90.7,69.7,0.55,32.2,0,0.2,Climate Addison - Alabama,NA,NA,NA
4 jul,90.7,69.8,0.71,32.4,0,0.2,Climate Addison - Alabama,NA,NA,NA
5 jul,90.8,69.9,0.91,32.6,0,0.2,Climate Addison - Alabama,NA,NA,NA
6 jul,90.8,70,1.06,32.76,0,0.2,Climate Addison - Alabama,NA,NA,NA
7 jul,90.9,70.1,1.26,32.95,0,0.2,Climate Addison - Alabama,NA,NA,NA
8 jul,90.9,70.2,1.46,33.11,0,0.2,Climate Addison - Alabama,NA,NA,NA
9 jul,91,70.2,1.61,33.31,0,0.2,Climate Addison - Alabama,NA,NA,NA
10 jul,91,70.3,1.81,33.5,0,0.2,Climate Addison - Alabama,NA,NA,NA
11 jul,91,70.3,2.01,33.66,0,0.2,Climate Addison - Alabama,NA,NA,NA
12 jul,91,70.4,2.17,33.86,0,0.2,Climate Addison - Alabama,NA,NA,NA
13 jul,91.1,70.4,2.36,34.06,0,0.2,Climate Addison - Alabama,NA,NA,NA
14 jul,91.1,70.4,2.56,34.21,0,0.2,Climate Addison - Alabama,NA,NA,NA
15 jul,91.1,70.5,2.72,34.41,0,0.2,Climate Addison - Alabama,NA,NA,NA
16 jul,91.1,70.5,2.91,34.61,0,0.2,Climate Addison - Alabama,NA,NA,NA
17 jul,91.1,70.5,3.11,34.76,0,0.2,Climate Addison - Alabama,NA,NA,NA
18 jul,91.1,70.5,3.27,34.96,0,0.2,Climate Addison - Alabama,NA,NA,NA
19 jul,91.1,70.5,3.46,35.16,0,0.2,Climate Addison - Alabama,NA,NA,NA
20 jul,91.1,70.5,3.66,35.31,0,0.2,Climate Addison - Alabama,NA,NA,NA
21 jul,91.1,70.5,3.82,35.51,0,0.2,Climate Addison - Alabama,NA,NA,NA
22 jul,91.1,70.5,4.02,35.67,0,0.2,Climate Addison - Alabama,NA,NA,NA
23 jul,91.1,70.5,4.17,35.87,0,0.2,Climate Addison - Alabama,NA,NA,NA
24 jul,91.1,70.5,4.37,36.02,0,0.2,Climate Addison - Alabama,NA,NA,NA
25 jul,91.1,70.5,4.53,36.22,0,0.2,Climate Addison - Alabama,NA,NA,NA
26 jul,91.1,70.5,4.72,36.42,0,0.2,Climate Addison - Alabama,NA,NA,NA
27 jul,91.1,70.5,4.88,36.57,0,0.2,Climate Addison - Alabama,NA,NA,NA
28 jul,91.1,70.5,5.08,36.73,0,0.2,Climate Addison - Alabama,NA,NA,NA
29 jul,91.1,70.5,5.24,36.93,0,0.2,Climate Addison - Alabama,NA,NA,NA
30 jul,91.1,70.4,5.39,37.09,0,0.2,Climate Addison - Alabama,NA,NA,NA
31 jul,91.1,70.4,5.55,37.24,0,0.2,Climate Addison - Alabama,NA,NA,NA
1 aug,91.1,70.4,0.16,37.4,0,0.2,Climate Addison - Alabama,NA,NA,NA
2 aug,91.1,70.4,0.31,37.56,0,0.2,Climate Addison - Alabama,NA,NA,NA
3 aug,91.1,70.4,0.43,37.72,0,0.2,Climate Addison - Alabama,NA,NA,NA
4 aug,91.1,70.3,0.59,37.87,0,0.2,Climate Addison - Alabama,NA,NA,NA
5 aug,91.1,70.3,0.75,37.99,0,0.2,Climate Addison - Alabama,NA,NA,NA
6 aug,91.1,70.3,0.91,38.15,0,0.2,Climate Addison - Alabama,NA,NA,NA
7 aug,91.1,70.3,1.06,38.31,0,0.2,Climate Addison - Alabama,NA,NA,NA
8 aug,91.1,70.3,1.18,38.43,0,0.2,Climate Addison - Alabama,NA,NA,NA
9 aug,91.1,70.2,1.34,38.58,0,0.2,Climate Addison - Alabama,NA,NA,NA
10 aug,91.1,70.2,1.46,38.7,0,0.2,Climate Addison - Alabama,NA,NA,NA
11 aug,91,70.2,1.61,38.86,0,0.2,Climate Addison - Alabama,NA,NA,NA
12 aug,91,70.1,1.73,38.98,0,0.2,Climate Addison - Alabama,NA,NA,NA
13 aug,91,70.1,1.85,39.09,0,0.2,Climate Addison - Alabama,NA,NA,NA
14 aug,91,70,1.97,39.21,0,0.2,Climate Addison - Alabama,NA,NA,NA
15 aug,91,70,2.13,39.37,0,0.2,Climate Addison - Alabama,NA,NA,NA
16 aug,90.9,69.9,2.24,39.49,0,0.2,Climate Addison - Alabama,NA,NA,NA
17 aug,90.9,69.9,2.36,39.61,0,0.2,Climate Addison - Alabama,NA,NA,NA
18 aug,90.8,69.8,2.48,39.72,0,0.2,Climate Addison - Alabama,NA,NA,NA
19 aug,90.8,69.7,2.64,39.88,0,0.2,Climate Addison - Alabama,NA,NA,NA
20 aug,90.7,69.7,2.76,40,0,0.2,Climate Addison - Alabama,NA,NA,NA
21 aug,90.7,69.6,2.87,40.16,0,0.2,Climate Addison - Alabama,NA,NA,NA
22 aug,90.6,69.5,2.99,40.28,0,0.2,Climate Addison - Alabama,NA,NA,NA
23 aug,90.5,69.4,3.15,40.39,0,0.2,Climate Addison - Alabama,NA,NA,NA
24 aug,90.4,69.2,3.27,40.51,0,0.2,Climate Addison - Alabama,NA,NA,NA
25 aug,90.3,69.1,3.39,40.63,0,0.2,Climate Addison - Alabama,NA,NA,NA
26 aug,90.2,69,3.46,40.75,0,0.2,Climate Addison - Alabama,NA,NA,NA
27 aug,90.1,68.8,3.58,40.83,0,0.2,Climate Addison - Alabama,NA,NA,NA
28 aug,89.9,68.7,3.7,40.94,0,0.2,Climate Addison - Alabama,NA,NA,NA
29 aug,89.8,68.5,3.82,41.06,0,0.2,Climate Addison - Alabama,NA,NA,NA
30 aug,89.7,68.3,3.94,41.18,0,0.2,Climate Addison - Alabama,NA,NA,NA
31 aug,89.5,68.1,4.06,41.3,0,0.2,Climate Addison - Alabama,NA,NA,NA
1 sep,89.3,67.9,0.12,41.42,0,0.2,Climate Addison - Alabama,NA,NA,NA
2 sep,89.1,67.7,0.24,41.54,0,0.2,Climate Addison - Alabama,NA,NA,NA
3 sep,88.9,67.5,0.35,41.65,0,0.2,Climate Addison - Alabama,NA,NA,NA
4 sep,88.7,67.2,0.47,41.77,0,0.2,Climate Addison - Alabama,NA,NA,NA
5 sep,88.5,67,0.63,41.93,0,0.2,Climate Addison - Alabama,NA,NA,NA
6 sep,88.3,66.7,0.75,42.05,0,0.2,Climate Addison - Alabama,NA,NA,NA
7 sep,88.1,66.4,0.87,42.17,0,0.2,Climate Addison - Alabama,NA,NA,NA
8 sep,87.8,66.1,1.02,42.32,0,0.2,Climate Addison - Alabama,NA,NA,NA
9 sep,87.5,65.8,1.14,42.44,0,0.2,Climate Addison - Alabama,NA,NA,NA
10 sep,87.3,65.5,1.3,42.6,0,0.2,Climate Addison - Alabama,NA,NA,NA
11 sep,87,65.2,1.42,42.72,0,0.2,Climate Addison - Alabama,NA,NA,NA
12 sep,86.7,64.9,1.57,42.87,0,0.2,Climate Addison - Alabama,NA,NA,NA
13 sep,86.4,64.5,1.69,42.99,0,0.2,Climate Addison - Alabama,NA,NA,NA
14 sep,86.1,64.2,1.85,43.15,0,0.2,Climate Addison - Alabama,NA,NA,NA
15 sep,85.8,63.8,1.97,43.27,0,0.2,Climate Addison - Alabama,NA,NA,NA
16 sep,85.5,63.4,2.13,43.43,0,0.2,Climate Addison - Alabama,NA,NA,NA
17 sep,85.2,63,2.24,43.54,0,0.2,Climate Addison - Alabama,NA,NA,NA
18 sep,84.8,62.6,2.36,43.66,0,0.2,Climate Addison - Alabama,NA,NA,NA
19 sep,84.5,62.2,2.48,43.78,0,0.2,Climate Addison - Alabama,NA,NA,NA
20 sep,84.2,61.8,2.64,43.94,0,0.2,Climate Addison - Alabama,NA,NA,NA
21 sep,83.8,61.4,2.76,44.06,0,0.2,Climate Addison - Alabama,NA,NA,NA
22 sep,83.5,61,2.87,44.17,0,0.2,Climate Addison - Alabama,NA,NA,NA
23 sep,83.1,60.6,2.99,44.29,0,0.2,Climate Addison - Alabama,NA,NA,NA
24 sep,82.8,60.2,3.15,44.45,0,0.2,Climate Addison - Alabama,NA,NA,NA
25 sep,82.4,59.8,3.31,44.61,0,0.2,Climate Addison - Alabama,NA,NA,NA
26 sep,82,59.3,3.43,44.72,0,0.2,Climate Addison - Alabama,NA,NA,NA
27 sep,81.7,58.9,3.58,44.88,0,0.2,Climate Addison - Alabama,NA,NA,NA
28 sep,81.3,58.5,3.7,45,0,0.2,Climate Addison - Alabama,NA,NA,NA
29 sep,81,58.1,3.86,45.16,0,0.2,Climate Addison - Alabama,NA,NA,NA
30 sep,80.6,57.6,4.02,45.31,0,0.2,Climate Addison - Alabama,NA,NA,NA
1 oct,80.3,57.2,0.16,45.47,0,0.2,Climate Addison - Alabama,NA,NA,NA
2 oct,79.9,56.8,0.28,45.59,0,0.2,Climate Addison - Alabama,NA,NA,NA
3 oct,79.6,56.4,0.39,45.71,0,0.2,Climate Addison - Alabama,NA,NA,NA
4 oct,79.2,56,0.55,45.87,0,0.2,Climate Addison - Alabama,NA,NA,NA
5 oct,78.9,55.6,0.67,45.98,0,0.2,Climate Addison - Alabama,NA,NA,NA
6 oct,78.5,55.1,0.83,46.1,0,0.2,Climate Addison - Alabama,NA,NA,NA
7 oct,78.2,54.7,0.94,46.26,0,0.2,Climate Addison - Alabama,NA,NA,NA
8 oct,77.8,54.3,1.06,46.38,0,0.2,Climate Addison - Alabama,NA,NA,NA
9 oct,77.5,54,1.18,46.5,0,0.2,Climate Addison - Alabama,NA,NA,NA
10 oct,77.2,53.6,1.34,46.61,0,0.2,Climate Addison - Alabama,NA,NA,NA
11 oct,76.9,53.2,1.46,46.77,0,0.2,Climate Addison - Alabama,NA,NA,NA
12 oct,76.5,52.8,1.57,46.89,0,0.2,Climate Addison - Alabama,NA,NA,NA
13 oct,76.2,52.4,1.69,47.01,0,0.2,Climate Addison - Alabama,NA,NA,NA
14 oct,75.9,52.1,1.85,47.17,0,0.2,Climate Addison - Alabama,NA,NA,NA
15 oct,75.6,51.7,1.97,47.28,0,0.2,Climate Addison - Alabama,NA,NA,NA
16 oct,75.3,51.4,2.09,47.4,0,0.2,Climate Addison - Alabama,NA,NA,NA
17 oct,75,51,2.2,47.52,0,0.2,Climate Addison - Alabama,NA,NA,NA
18 oct,74.7,50.7,2.36,47.68,0,0.2,Climate Addison - Alabama,NA,NA,NA
19 oct,74.4,50.4,2.48,47.8,0,0.2,Climate Addison - Alabama,NA,NA,NA
20 oct,74.1,50,2.6,47.91,0,0.2,Climate Addison - Alabama,NA,NA,NA
21 oct,73.8,49.7,2.76,48.07,0,0.2,Climate Addison - Alabama,NA,NA,NA
22 oct,73.5,49.4,2.87,48.19,0,0.2,Climate Addison - Alabama,NA,NA,NA
23 oct,73.2,49.1,3.03,48.35,0,0.2,Climate Addison - Alabama,NA,NA,NA
24 oct,72.9,48.8,3.19,48.46,0,0.2,Climate Addison - Alabama,NA,NA,NA
25 oct,72.6,48.5,3.31,48.62,0,0.2,Climate Addison - Alabama,NA,NA,NA
26 oct,72.3,48.2,3.46,48.78,0,0.2,Climate Addison - Alabama,NA,NA,NA
27 oct,72.1,47.9,3.58,48.9,0,0.2,Climate Addison - Alabama,NA,NA,NA
28 oct,71.8,47.6,3.74,49.06,0,0.2,Climate Addison - Alabama,NA,NA,NA
29 oct,71.5,47.3,3.86,49.17,0,0.2,Climate Addison - Alabama,NA,NA,NA
30 oct,71.2,47,4.02,49.33,0,0.2,Climate Addison - Alabama,NA,NA,NA
31 oct,70.9,46.7,4.13,49.45,0,0.2,Climate Addison - Alabama,NA,NA,NA
1 nov,70.6,46.5,0.16,49.61,0,0.2,Climate Addison - Alabama,NA,NA,NA
2 nov,70.3,46.2,0.31,49.76,0,0.2,Climate Addison - Alabama,NA,NA,NA
3 nov,70,45.9,0.43,49.92,0,0.2,Climate Addison - Alabama,NA,NA,NA
4 nov,69.6,45.6,0.59,50.08,0,0.2,Climate Addison - Alabama,NA,NA,NA
