City,State_Abbr,Salary,State
Rahway,NJ,63985,New Jersey
Ramsey,NJ,65810,New Jersey
Rancocas,NJ,62785,New Jersey
Randolph,NJ,65478,New Jersey
Raritan,NJ,65467,New Jersey
Readington,NJ,65467,New Jersey
Red Bank,NJ,65372,New Jersey
Richland,NJ,61133,New Jersey
Richwood,NJ,61002,New Jersey
Ridgefield,NJ,65695,New Jersey
Ridgefield Park,NJ,65695,New Jersey
Ridgewood,NJ,65810,New Jersey
Ringoes,NJ,65449,New Jersey
Ringwood,NJ,65714,New Jersey
Rio Grande,NJ,61019,New Jersey
River Edge,NJ,65752,New Jersey
Riverdale,NJ,65734,New Jersey
Riverside,NJ,61293,New Jersey
Riverton,NJ,61361,New Jersey
Rochelle Park,NJ,65695,New Jersey
Rockaway,NJ,65239,New Jersey
Rocky Hill,NJ,65760,New Jersey
Roebling,NJ,64441,New Jersey
Roosevelt,NJ,64346,New Jersey
Roseland,NJ,65439,New Jersey
Roselle,NJ,63985,New Jersey
Roselle Park,NJ,64555,New Jersey
Rosemont,NJ,64793,New Jersey
Rosenhayn,NJ,61133,New Jersey
Rumson,NJ,65364,New Jersey
Runnemede,NJ,61361,New Jersey
Rutherford,NJ,65752,New Jersey
Saddle Brook,NJ,65695,New Jersey
Saddle River,NJ,65810,New Jersey
Salem,NJ,60894,New Jersey
Sayreville,NJ,66072,New Jersey
Schooleys Mountain,NJ,65315,New Jersey
Scotch Plains,NJ,63985,New Jersey
Sea Girt,NJ,65274,New Jersey
Sea Isle City,NJ,61286,New Jersey
Seaside Heights,NJ,63840,New Jersey
Seaside Park,NJ,61815,New Jersey
Secaucus,NJ,69003,New Jersey
Sergeantsville,NJ,65353,New Jersey
Sewaren,NJ,63985,New Jersey
Sewell,NJ,61247,New Jersey
Shiloh,NJ,61057,New Jersey
Short Hills,NJ,65125,New Jersey
Shrewsbury,NJ,65369,New Jersey
Sicklerville,NJ,61000,New Jersey
Skillman,NJ,65467,New Jersey
Somerdale,NJ,61339,New Jersey
Somers Point,NJ,61475,New Jersey
Somerset,NJ,65467,New Jersey
Somerville,NJ,65467,New Jersey
South Amboy,NJ,63985,New Jersey
South Bound Brook,NJ,66072,New Jersey
South Dennis,NJ,61038,New Jersey
South Hackensack,NJ,65695,New Jersey
South Orange,NJ,65125,New Jersey
South Plainfield,NJ,63985,New Jersey
South River,NJ,66072,New Jersey
South Seaville,NJ,61063,New Jersey
Sparta,NJ,65478,New Jersey
Spotswood,NJ,66072,New Jersey
Spring Lake,NJ,65291,New Jersey
Springfield,NJ,64555,New Jersey
Stanhope,NJ,65234,New Jersey
Stanton,NJ,65467,New Jersey
Stewartsville,NJ,60563,New Jersey
Stillwater,NJ,64414,New Jersey
Stirling,NJ,65124,New Jersey
Stockholm,NJ,65563,New Jersey
Stockton,NJ,64308,New Jersey
Stone Harbor,NJ,61046,New Jersey
Stratford,NJ,61293,New Jersey
Strathmere,NJ,61343,New Jersey
Succasunna,NJ,65301,New Jersey
Summit,NJ,64555,New Jersey
Sussex,NJ,65526,New Jersey
Swartswood,NJ,64419,New Jersey
Swedesboro,NJ,60894,New Jersey
Teaneck,NJ,65695,New Jersey
Tenafly,NJ,65695,New Jersey
Tennent,NJ,65996,New Jersey
Teterboro,NJ,65695,New Jersey
Thorofare,NJ,61361,New Jersey
Three Bridges,NJ,65467,New Jersey
Titusville,NJ,64441,New Jersey
Toms River,NJ,64024,New Jersey
Totowa,NJ,65752,New Jersey
Towaco,NJ,65714,New Jersey
Township Of Washington,NJ,65810,New Jersey
Tranquility,NJ,64942,New Jersey
Trenton,NJ,64441,New Jersey
Tuckahoe,NJ,61133,New Jersey
Tuckerton,NJ,61343,New Jersey
Vauxhall,NJ,65125,New Jersey
Ventnor City,NJ,61475,New Jersey
Vernon,NJ,65439,New Jersey
Verona,NJ,65752,New Jersey
Vienna,NJ,64397,New Jersey
Villas,NJ,61003,New Jersey
Vincentown,NJ,61944,New Jersey
Vineland,NJ,61133,New Jersey
Voorhees,NJ,61270,New Jersey
Waldwick,NJ,65810,New Jersey
Wallington,NJ,65752,New Jersey
Wallpack Center,NJ,62341,New Jersey
Wanaque,NJ,65752,New Jersey
Waretown,NJ,61976,New Jersey
Warren,NJ,65169,New Jersey
Washington,NJ,63751,New Jersey
Watchung,NJ,63985,New Jersey
Waterford Works,NJ,60962,New Jersey
Wayne,NJ,65752,New Jersey
Weehawken,NJ,69003,New Jersey
Wenonah,NJ,61339,New Jersey
West Berlin,NJ,61202,New Jersey
West Creek,NJ,61376,New Jersey
West Deptford,NJ,61361,New Jersey
West Long Branch,NJ,65346,New Jersey
West Milford,NJ,65581,New Jersey
Westfield,NJ,63985,New Jersey
Westville,NJ,61361,New Jersey
Westwood,NJ,65810,New Jersey
Wharton,NJ,65515,New Jersey
Whippany,NJ,65353,New Jersey
Whitehouse,NJ,65467,New Jersey
Whitehouse Station,NJ,65467,New Jersey
Whitesboro,NJ,61019,New Jersey
Wickatunk,NJ,65996,New Jersey
Wildwood,NJ,61042,New Jersey
Williamstown,NJ,61057,New Jersey
Willingboro,NJ,62785,New Jersey
Windsor,NJ,64441,New Jersey
Winslow,NJ,61057,New Jersey
Wood Ridge,NJ,65724,New Jersey
Woodbine,NJ,61076,New Jersey
Woodbridge,NJ,63985,New Jersey
Woodbury Heights,NJ,61361,New Jersey
Woodcliff Lake,NJ,65810,New Jersey
Woodstown,NJ,60871,New Jersey
Wrightstown,NJ,64327,New Jersey
Wyckoff,NJ,65810,New Jersey
Zarephath,NJ,65467,New Jersey
Mandan,ND,53155,North Dakota
West Fargo,ND,53275,North Dakota
Abercrombie,ND,52420,North Dakota
Absaraka,ND,52420,North Dakota
Adams,ND,48952,North Dakota
Agate,ND,50626,North Dakota
Alamo,ND,52300,North Dakota
Alexander,ND,52300,North Dakota
Almont,ND,52300,North Dakota
Alsen,ND,48952,North Dakota
Ambrose,ND,52300,North Dakota
Amenia,ND,52705,North Dakota
Amidon,ND,52300,North Dakota
Anamoose,ND,52300,North Dakota
Aneta,ND,48952,North Dakota
Antler,ND,52300,North Dakota
Argusville,ND,53218,North Dakota
Arnegard,ND,52300,North Dakota
Arthur,ND,52591,North Dakota
Arvilla,ND,49237,North Dakota
Ashley,ND,52300,North Dakota
Ayr,ND,52420,North Dakota
Baldwin,ND,53155,North Dakota
Balfour,ND,52300,North Dakota
Balta,ND,52300,North Dakota
Bantry,ND,52300,North Dakota
Barney,ND,52420,North Dakota
Bathgate,ND,48952,North Dakota
Beach,ND,52300,North Dakota
Belcourt,ND,50626,North Dakota
Belfield,ND,52300,North Dakota
Benedict,ND,52300,North Dakota
Berlin,ND,52420,North Dakota
Berthold,ND,52300,North Dakota
Beulah,ND,52300,North Dakota
Binford,ND,48952,North Dakota
Bisbee,ND,48952,North Dakota
Bismarck,ND,53155,North Dakota
Blanchard,ND,51086,North Dakota
Bottineau,ND,52300,North Dakota
Bowbells,ND,52300,North Dakota
Bowdon,ND,52300,North Dakota
Bowman,ND,50469,North Dakota
Braddock,ND,52300,North Dakota
Bremen,ND,52300,North Dakota
Brocket,ND,48952,North Dakota
Buchanan,ND,52360,North Dakota
Buffalo,ND,52420,North Dakota
Burlington,ND,52300,North Dakota
Butte,ND,52300,North Dakota
Buxton,ND,49237,North Dakota
Caledonia,ND,50455,North Dakota
Calvin,ND,48952,North Dakota
Cando,ND,48952,North Dakota
Cannon Ball,ND,52300,North Dakota
Carpio,ND,52300,North Dakota
Carrington,ND,52300,North Dakota
Carson,ND,52300,North Dakota
Cartwright,ND,52300,North Dakota
Casselton,ND,52762,North Dakota
Cathay,ND,52300,North Dakota
Cavalier,ND,48952,North Dakota
Cayuga,ND,52420,North Dakota
Center,ND,52300,North Dakota
Chaseley,ND,52300,North Dakota
Christine,ND,52477,North Dakota
Churchs Ferry,ND,48952,North Dakota
Cleveland,ND,52300,North Dakota
Clifford,ND,50992,North Dakota
Cogswell,ND,52420,North Dakota
Coleharbor,ND,52300,North Dakota
Colfax,ND,52420,North Dakota
Columbus,ND,52300,North Dakota
Cooperstown,ND,48952,North Dakota
Courtenay,ND,50686,North Dakota
Crary,ND,48952,North Dakota
Crosby,ND,52300,North Dakota
Crystal,ND,48952,North Dakota
Cummings,ND,49789,North Dakota
Dahlen,ND,48952,North Dakota
Davenport,ND,52819,North Dakota
Dawson,ND,52300,North Dakota
Dazey,ND,50686,North Dakota
Deering,ND,52300,North Dakota
Denhoff,ND,52300,North Dakota
Des Lacs,ND,52300,North Dakota
Devils Lake,ND,48952,North Dakota
Dickey,ND,52420,North Dakota
Dickinson,ND,52300,North Dakota
Dodge,ND,52300,North Dakota
Donnybrook,ND,52300,North Dakota
Douglas,ND,52300,North Dakota
Drake,ND,52300,North Dakota
Drayton,ND,48952,North Dakota
Driscoll,ND,52300,North Dakota
Dunn Center,ND,52300,North Dakota
Dunseith,ND,50626,North Dakota
Edgeley,ND,52360,North Dakota
Edinburg,ND,48952,North Dakota
Edmore,ND,48952,North Dakota
Egeland,ND,48952,North Dakota
Elgin,ND,52300,North Dakota
Ellendale,ND,52420,North Dakota
Emerado,ND,49580,North Dakota
Enderlin,ND,52420,North Dakota
Epping,ND,52300,North Dakota
Erie,ND,52420,North Dakota
Esmond,ND,52300,North Dakota
Fairdale,ND,48952,North Dakota
Fairfield,ND,52300,North Dakota
Fairmount,ND,52420,North Dakota
Fargo,ND,53275,North Dakota
Fessenden,ND,52300,North Dakota
Fingal,ND,52420,North Dakota
Finley,ND,48952,North Dakota
Flasher,ND,52300,North Dakota
Flaxton,ND,52300,North Dakota
Forbes,ND,52360,North Dakota
Fordville,ND,48952,North Dakota
Forest River,ND,48952,North Dakota
Forman,ND,52420,North Dakota
Fort Ransom,ND,52420,North Dakota
Fort Totten,ND,48952,North Dakota
Fort Yates,ND,52300,North Dakota
Fortuna,ND,52300,North Dakota
Fredonia,ND,52300,North Dakota
Fullerton,ND,52420,North Dakota
Gackle,ND,52300,North Dakota
Galesburg,ND,51769,North Dakota
Gardner,ND,52876,North Dakota
Garrison,ND,52300,North Dakota
Gilby,ND,49123,North Dakota
Gladstone,ND,52300,North Dakota
Glasston,ND,48952,North Dakota
Glen Ullin,ND,52300,North Dakota
Glenburn,ND,52300,North Dakota
Glenfield,ND,48952,North Dakota
Golden Valley,ND,52300,North Dakota
Golva,ND,52300,North Dakota
Goodrich,ND,52300,North Dakota
Grace City,ND,48952,North Dakota
Grafton,ND,48952,North Dakota
Grand Forks,ND,49808,North Dakota
Grand Forks Afb,ND,49523,North Dakota
Grandin,ND,52175,North Dakota
Granville,ND,52300,North Dakota
Grassy Butte,ND,52300,North Dakota
Grenora,ND,52300,North Dakota
Gwinner,ND,52420,North Dakota
Hague,ND,52300,North Dakota
Halliday,ND,52300,North Dakota
Hamilton,ND,48952,North Dakota
Hampden,ND,48952,North Dakota
Hankinson,ND,52420,North Dakota
Hannaford,ND,50686,North Dakota
Hannah,ND,48952,North Dakota
Hansboro,ND,48952,North Dakota
Harvey,ND,52300,North Dakota
Harwood,ND,53275,North Dakota
Hatton,ND,48952,North Dakota
Havana,ND,52420,North Dakota
Hazelton,ND,52300,North Dakota
Hazen,ND,52300,North Dakota
Hebron,ND,52300,North Dakota
Hensel,ND,48952,North Dakota
Hettinger,ND,52300,North Dakota
Hillsboro,ND,50686,North Dakota
Hoople,ND,48952,North Dakota
Hope,ND,50686,North Dakota
Horace,ND,53161,North Dakota
Hunter,ND,52420,North Dakota
Hurdsfield,ND,52300,North Dakota
Inkster,ND,48952,North Dakota
Jamestown,ND,52360,North Dakota
Jessie,ND,48952,North Dakota
Jud,ND,52300,North Dakota
Karlsruhe,ND,52300,North Dakota
Kathryn,ND,52420,North Dakota
Keene,ND,52300,North Dakota
Kenmare,ND,52300,North Dakota
Kensal,ND,50686,North Dakota
Killdeer,ND,52300,North Dakota
Kindred,ND,52648,North Dakota
Kintyre,ND,52300,North Dakota
Knox,ND,50626,North Dakota
Kramer,ND,52300,North Dakota
Kulm,ND,52300,North Dakota
Lakota,ND,48952,North Dakota
Lamoure,ND,52420,North Dakota
Langdon,ND,48952,North Dakota
Lankin,ND,48952,North Dakota
Lansford,ND,52300,North Dakota
Larimore,ND,48952,North Dakota
Lawton,ND,48952,North Dakota
Leeds,ND,50626,North Dakota
Lefor,ND,52300,North Dakota
Lehr,ND,52300,North Dakota
Leonard,ND,52420,North Dakota
Lidgerwood,ND,52420,North Dakota
Lignite,ND,52300,North Dakota
Linton,ND,52300,North Dakota
Lisbon,ND,52420,North Dakota
Litchville,ND,52420,North Dakota
Luverne,ND,50686,North Dakota
Maddock,ND,52300,North Dakota
Maida,ND,48952,North Dakota
Makoti,ND,52300,North Dakota
Mandaree,ND,52300,North Dakota
Manning,ND,52300,North Dakota
Mantador,ND,52420,North Dakota
Manvel,ND,49694,North Dakota
Mapleton,ND,53218,North Dakota
Marion,ND,52420,North Dakota
Marmarth,ND,50469,North Dakota
Marshall,ND,52300,North Dakota
Martin,ND,52300,North Dakota
Max,ND,52300,North Dakota
Maxbass,ND,52300,North Dakota
Mayville,ND,49425,North Dakota
Mcclusky,ND,52300,North Dakota
Mcgregor,ND,52300,North Dakota
Mchenry,ND,48952,North Dakota
Mcleod,ND,52420,North Dakota
Mcville,ND,48952,North Dakota
Medina,ND,52300,North Dakota
Medora,ND,52300,North Dakota
Mekinock,ND,49465,North Dakota
Menoken,ND,53155,North Dakota
Mercer,ND,52300,North Dakota
Michigan,ND,48952,North Dakota
Milnor,ND,52420,North Dakota
Milton,ND,48952,North Dakota
Minnewaukan,ND,50626,North Dakota
Minot,ND,52300,North Dakota
Minot Afb,ND,52300,North Dakota
Minto,ND,48952,North Dakota
Moffit,ND,52357,North Dakota
Mohall,ND,52300,North Dakota
Montpelier,ND,52420,North Dakota
Mooreton,ND,52420,North Dakota
Mott,ND,52300,North Dakota
Mountain,ND,48952,North Dakota
Munich,ND,48952,North Dakota
Mylo,ND,50626,North Dakota
Napoleon,ND,52300,North Dakota
Neche,ND,48952,North Dakota
Nekoma,ND,48952,North Dakota
New England,ND,52300,North Dakota
New Leipzig,ND,52300,North Dakota
New Rockford,ND,50626,North Dakota
New Salem,ND,52300,North Dakota
New Town,ND,52300,North Dakota
Newburg,ND,52300,North Dakota
Niagara,ND,48952,North Dakota
Nome,ND,52420,North Dakota
Noonan,ND,52300,North Dakota
Northwood,ND,48952,North Dakota
Norwich,ND,52300,North Dakota
Oakes,ND,52420,North Dakota
Oberon,ND,50626,North Dakota
Oriska,ND,52420,North Dakota
Osnabrock,ND,48952,North Dakota
Page,ND,52420,North Dakota
Palermo,ND,52300,North Dakota
Park River,ND,48952,North Dakota
Parshall,ND,52300,North Dakota
Pekin,ND,48952,North Dakota
Pembina,ND,48952,North Dakota
Penn,ND,48952,North Dakota
Perth,ND,48952,North Dakota
Petersburg,ND,48952,North Dakota
Pettibone,ND,52300,North Dakota
Pillsbury,ND,52420,North Dakota
Pingree,ND,52300,North Dakota
Pisek,ND,48952,North Dakota
Plaza,ND,52300,North Dakota
Portal,ND,52300,North Dakota
Portland,ND,49448,North Dakota
Powers Lake,ND,52300,North Dakota
Raleigh,ND,52300,North Dakota
Ray,ND,52300,North Dakota
Reeder,ND,52300,North Dakota
Regan,ND,52414,North Dakota
Regent,ND,52300,North Dakota
Reynolds,ND,49408,North Dakota
Rhame,ND,50469,North Dakota
Richardton,ND,52300,North Dakota
Riverdale,ND,52300,North Dakota
Robinson,ND,52300,North Dakota
Rocklake,ND,48952,North Dakota
Rogers,ND,52420,North Dakota
Rolette,ND,50626,North Dakota
Rolla,ND,48952,North Dakota
Roseglen,ND,52300,North Dakota
Ross,ND,52300,North Dakota
Rugby,ND,52300,North Dakota
Ruso,ND,52300,North Dakota
Rutland,ND,52420,North Dakota
Ryder,ND,52300,North Dakota
Saint Anthony,ND,52585,North Dakota
Saint John,ND,50626,North Dakota
Saint Michael,ND,48952,North Dakota
Saint Thomas,ND,48952,North Dakota
Sanborn,ND,52420,North Dakota
Sarles,ND,48952,North Dakota
Sawyer,ND,52300,North Dakota
Scranton,ND,52300,North Dakota
Selfridge,ND,52300,North Dakota
Sentinel Butte,ND,52300,North Dakota
Sharon,ND,48952,North Dakota
Sheldon,ND,52420,North Dakota
Sherwood,ND,52300,North Dakota
Sheyenne,ND,50626,North Dakota
Shields,ND,52300,North Dakota
Solen,ND,52300,North Dakota
Souris,ND,52300,North Dakota
South Heart,ND,52300,North Dakota
Spiritwood,ND,52420,North Dakota
Stanley,ND,52300,North Dakota
Stanton,ND,52300,North Dakota
Starkweather,ND,48952,North Dakota
Steele,ND,52300,North Dakota
Sterling,ND,52528,North Dakota
Stirum,ND,52420,North Dakota
Strasburg,ND,52300,North Dakota
Streeter,ND,52300,North Dakota
Surrey,ND,52300,North Dakota
Sutton,ND,48952,North Dakota
Sykeston,ND,52300,North Dakota
Tappen,ND,52300,North Dakota
Taylor,ND,52300,North Dakota
Thompson,ND,49808,North Dakota
Tioga,ND,52300,North Dakota
Tokio,ND,48952,North Dakota
Tolley,ND,52300,North Dakota
Tolna,ND,48952,North Dakota
Tower City,ND,52420,North Dakota
Towner,ND,52300,North Dakota
Trenton,ND,52300,North Dakota
Turtle Lake,ND,52300,North Dakota
Tuttle,ND,52300,North Dakota
Underwood,ND,52300,North Dakota
Upham,ND,52300,North Dakota
Valley City,ND,52420,North Dakota
Velva,ND,52300,North Dakota
Verona,ND,52420,North Dakota
Voltaire,ND,52300,North Dakota
Wahpeton,ND,52420,North Dakota
Walcott,ND,52420,North Dakota
Wales,ND,48952,North Dakota
Walhalla,ND,48952,North Dakota
Warwick,ND,48952,North Dakota
Washburn,ND,52300,North Dakota
Watford City,ND,52300,North Dakota
Webster,ND,48952,North Dakota
Westhope,ND,52300,North Dakota
Wheatland,ND,52420,North Dakota
White Earth,ND,52300,North Dakota
Wildrose,ND,52300,North Dakota
Williston,ND,52300,North Dakota
Willow City,ND,52300,North Dakota
Wilton,ND,52528,North Dakota
Wimbledon,ND,50686,North Dakota
Wing,ND,52300,North Dakota
Wishek,ND,52300,North Dakota
Wolford,ND,50626,North Dakota
Woodworth,ND,52300,North Dakota
Wyndmere,ND,52420,North Dakota
York,ND,50626,North Dakota
Ypsilanti,ND,52420,North Dakota
Zahl,ND,52300,North Dakota
Zap,ND,52300,North Dakota
Zeeland,ND,52300,North Dakota
Stroudsburg,PA,57550,Pennsylvania
Aaronsburg,PA,55180,Pennsylvania
Abbottstown,PA,55505,Pennsylvania
Abington,PA,61316,Pennsylvania
Ackermanville,PA,60449,Pennsylvania
Acme,PA,53898,Pennsylvania
Acosta,PA,52511,Pennsylvania
Adah,PA,55693,Pennsylvania
Adamsburg,PA,55807,Pennsylvania
Adamstown,PA,56394,Pennsylvania
Adamsville,PA,53468,Pennsylvania
Addison,PA,52328,Pennsylvania
Adrian,PA,55693,Pennsylvania
Airville,PA,55733,Pennsylvania
Akron,PA,55870,Pennsylvania
Alba,PA,54677,Pennsylvania
Albion,PA,52402,Pennsylvania
Albrightsville,PA,54870,Pennsylvania
Alburtis,PA,56856,Pennsylvania
Aleppo,PA,55693,Pennsylvania
Alexandria,PA,53583,Pennsylvania
Aliquippa,PA,55853,Pennsylvania
Allenport,PA,55693,Pennsylvania
Allensville,PA,53378,Pennsylvania
Allentown,PA,56856,Pennsylvania
Allenwood,PA,55334,Pennsylvania
Allison,PA,55693,Pennsylvania
Allison Park,PA,56035,Pennsylvania
Allport,PA,53378,Pennsylvania
Altoona,PA,53720,Pennsylvania
Alum Bank,PA,52488,Pennsylvania
Alverda,PA,52853,Pennsylvania
Alverton,PA,54282,Pennsylvania
Amberson,PA,54361,Pennsylvania
Ambler,PA,61270,Pennsylvania
Ambridge,PA,55898,Pennsylvania
Amity,PA,55693,Pennsylvania
Analomink,PA,56182,Pennsylvania
Andreas,PA,56229,Pennsylvania
Anita,PA,52984,Pennsylvania
Annville,PA,55830,Pennsylvania
Antes Fort,PA,54320,Pennsylvania
Apollo,PA,54646,Pennsylvania
Aquashicola,PA,56697,Pennsylvania
Arcadia,PA,52879,Pennsylvania
Archbald,PA,52636,Pennsylvania
Arcola,PA,59935,Pennsylvania
Ardara,PA,55944,Pennsylvania
Ardmore,PA,61361,Pennsylvania
Arendtsville,PA,55229,Pennsylvania
Aristes,PA,55896,Pennsylvania
Armagh,PA,52648,Pennsylvania
Armbrust,PA,54312,Pennsylvania
Arnot,PA,53485,Pennsylvania
Arona,PA,54793,Pennsylvania
Artemas,PA,52328,Pennsylvania
Ashfield,PA,56651,Pennsylvania
Ashland,PA,55952,Pennsylvania
Ashville,PA,53720,Pennsylvania
Aspers,PA,55234,Pennsylvania
Aston,PA,60939,Pennsylvania
Atglen,PA,55710,Pennsylvania
Athens,PA,54677,Pennsylvania
Atlantic,PA,53216,Pennsylvania
Atlasburg,PA,55693,Pennsylvania
Auburn,PA,56189,Pennsylvania
Audubon,PA,61202,Pennsylvania
Aultman,PA,53282,Pennsylvania
Austin,PA,53440,Pennsylvania
Avella,PA,55693,Pennsylvania
Avis,PA,54279,Pennsylvania
Avondale,PA,60894,Pennsylvania
Avonmore,PA,54216,Pennsylvania
Baden,PA,55853,Pennsylvania
Bainbridge,PA,55619,Pennsylvania
Bairdford,PA,56035,Pennsylvania
Bakerstown,PA,55944,Pennsylvania
Bala Cynwyd,PA,61361,Pennsylvania
Bally,PA,56742,Pennsylvania
Bangor,PA,59375,Pennsylvania
Barnesville,PA,55733,Pennsylvania
Bart,PA,55801,Pennsylvania
Barto,PA,56719,Pennsylvania
Bartonsville,PA,55839,Pennsylvania
Bath,PA,56856,Pennsylvania
Bausman,PA,55870,Pennsylvania
Beach Haven,PA,52807,Pennsylvania
Beach Lake,PA,52294,Pennsylvania
Beallsville,PA,55693,Pennsylvania
Bear Creek,PA,52477,Pennsylvania
Bear Lake,PA,53630,Pennsylvania
Beaver,PA,54956,Pennsylvania
Beaver Falls,PA,54729,Pennsylvania
Beaver Meadows,PA,55145,Pennsylvania
Beaver Springs,PA,55180,Pennsylvania
Beaverdale,PA,52625,Pennsylvania
Beavertown,PA,55202,Pennsylvania
Beccaria,PA,53560,Pennsylvania
Bechtelsville,PA,56257,Pennsylvania
Bedford,PA,52774,Pennsylvania
Bedminster,PA,56628,Pennsylvania
Beech Creek,PA,53378,Pennsylvania
Belle Vernon,PA,55738,Pennsylvania
Bellefonte,PA,53378,Pennsylvania
Belleville,PA,53378,Pennsylvania
Bellwood,PA,53720,Pennsylvania
Belsano,PA,52534,Pennsylvania
Bendersville,PA,55228,Pennsylvania
Benezett,PA,53378,Pennsylvania
Bensalem,PA,64403,Pennsylvania
Bentleyville,PA,55738,Pennsylvania
Benton,PA,52294,Pennsylvania
Berlin,PA,52328,Pennsylvania
Bernville,PA,56372,Pennsylvania
Berrysburg,PA,55359,Pennsylvania
Berwick,PA,52294,Pennsylvania
Berwyn,PA,61247,Pennsylvania
Bessemer,PA,53993,Pennsylvania
Bethel,PA,55784,Pennsylvania
Bethel Park,PA,56035,Pennsylvania
Bethlehem,PA,56856,Pennsylvania
Beyer,PA,52873,Pennsylvania
Big Cove Tannery,PA,53378,Pennsylvania
Big Run,PA,53007,Pennsylvania
Bigler,PA,53378,Pennsylvania
Biglerville,PA,55232,Pennsylvania
Birchrunville,PA,58586,Pennsylvania
Bird In Hand,PA,55870,Pennsylvania
Birdsboro,PA,56394,Pennsylvania
Black Lick,PA,52511,Pennsylvania
Blain,PA,55090,Pennsylvania
Blairs Mills,PA,53738,Pennsylvania
Blairsville,PA,52442,Pennsylvania
Blakeslee,PA,54357,Pennsylvania
Blanchard,PA,53378,Pennsylvania
Blandburg,PA,53674,Pennsylvania
Blandon,PA,56394,Pennsylvania
Blooming Glen,PA,56674,Pennsylvania
Bloomsburg,PA,55488,Pennsylvania
Blossburg,PA,53485,Pennsylvania
Blue Ball,PA,55778,Pennsylvania
Blue Bell,PA,61270,Pennsylvania
Blue Ridge Summit,PA,55257,Pennsylvania
Boalsburg,PA,53378,Pennsylvania
Bobtown,PA,55693,Pennsylvania
Boiling Springs,PA,55408,Pennsylvania
Bolivar,PA,52602,Pennsylvania
Boswell,PA,52602,Pennsylvania
Bovard,PA,54331,Pennsylvania
Bowers,PA,56500,Pennsylvania
Bowmansdale,PA,55522,Pennsylvania
Bowmanstown,PA,56697,Pennsylvania
Bowmansville,PA,56372,Pennsylvania
Boyers,PA,54284,Pennsylvania
Boyertown,PA,56257,Pennsylvania
Boynton,PA,52328,Pennsylvania
Brackenridge,PA,55898,Pennsylvania
Brackney,PA,54924,Pennsylvania
Braddock,PA,56035,Pennsylvania
Bradenville,PA,53431,Pennsylvania
Bradford,PA,53440,Pennsylvania
Bradfordwoods,PA,55944,Pennsylvania
Branchdale,PA,55896,Pennsylvania
Branchton,PA,54312,Pennsylvania
Brandamore,PA,57929,Pennsylvania
Brandy Camp,PA,53409,Pennsylvania
Brave,PA,55693,Pennsylvania
Breezewood,PA,52958,Pennsylvania
Breinigsville,PA,56833,Pennsylvania
Bridgeport,PA,61293,Pennsylvania
Bridgeville,PA,56035,Pennsylvania
Brier Hill,PA,55693,Pennsylvania
Brisbin,PA,53306,Pennsylvania
Bristol,PA,64441,Pennsylvania
Broad Top,PA,53115,Pennsylvania
Brockport,PA,53378,Pennsylvania
Brockton,PA,56001,Pennsylvania
Brockway,PA,53378,Pennsylvania
Brodheadsville,PA,56001,Pennsylvania
Brogue,PA,55619,Pennsylvania
Brookhaven,PA,61105,Pennsylvania
Brooklyn,PA,53399,Pennsylvania
Brookville,PA,52853,Pennsylvania
Broomall,PA,61361,Pennsylvania
Brownfield,PA,55693,Pennsylvania
Brownstown,PA,55807,Pennsylvania
Brownsville,PA,55693,Pennsylvania
Bruin,PA,55411,Pennsylvania
Brush Valley,PA,52534,Pennsylvania
Bryn Athyn,PA,61270,Pennsylvania
Bryn Mawr,PA,61361,Pennsylvania
Buck Hill Falls,PA,53492,Pennsylvania
Buckingham,PA,64308,Pennsylvania
Buena Vista,PA,55921,Pennsylvania
Buffalo Mills,PA,52622,Pennsylvania
Bulger,PA,55807,Pennsylvania
Bunola,PA,55921,Pennsylvania
Burgettstown,PA,55761,Pennsylvania
Burlington,PA,54677,Pennsylvania
Burnham,PA,54361,Pennsylvania
Burnside,PA,52936,Pennsylvania
Burnt Cabins,PA,53378,Pennsylvania
Bushkill,PA,59167,Pennsylvania
Butler,PA,55200,Pennsylvania
Byrnedale,PA,53378,Pennsylvania
Cabot,PA,55693,Pennsylvania
Cadogan,PA,55132,Pennsylvania
Cairnbrook,PA,52534,Pennsylvania
California,PA,55693,Pennsylvania
Callensburg,PA,55693,Pennsylvania
Callery,PA,55807,Pennsylvania
Calumet,PA,54099,Pennsylvania
Calvin,PA,53265,Pennsylvania
Cambra,PA,52294,Pennsylvania
Cambridge Springs,PA,52532,Pennsylvania
Cammal,PA,55180,Pennsylvania
Camp Hill,PA,55522,Pennsylvania
Campbelltown,PA,55830,Pennsylvania
Camptown,PA,53609,Pennsylvania
Canadensis,PA,53296,Pennsylvania
Canonsburg,PA,55875,Pennsylvania
Canton,PA,53485,Pennsylvania
Carbondale,PA,52545,Pennsylvania
Cardale,PA,55693,Pennsylvania
Carlisle,PA,55362,Pennsylvania
Carlton,PA,53187,Pennsylvania
Carmichaels,PA,55693,Pennsylvania
Carnegie,PA,56035,Pennsylvania
Carrolltown,PA,53583,Pennsylvania
Carversville,PA,64251,Pennsylvania
Cashtown,PA,55233,Pennsylvania
Cassandra,PA,53081,Pennsylvania
Cassville,PA,53261,Pennsylvania
Castanea,PA,54279,Pennsylvania
Catasauqua,PA,56856,Pennsylvania
Catawissa,PA,55488,Pennsylvania
Cecil,PA,55921,Pennsylvania
Cedar Run,PA,53882,Pennsylvania
