Day,Month,High(°F),Low(°F),Precip.month(inch),Precip.year(inch),Snowmonth(inch),Snowyear(inch),City,State
29,dec,39.4,22.4,1.02,12.91,6.69,67.52,Austin,Nevada
30,dec,39.5,22.5,1.06,12.95,7.01,67.8,Austin,Nevada
31,dec,39.6,22.6,1.1,12.99,7.28,68.11,Austin,Nevada
1,jan,40.6,19.5,0.04,0.04,0.2,0.2,Battle Mountain,Nevada
2,jan,40.6,19.6,0.08,0.08,0.39,0.39,Battle Mountain,Nevada
3,jan,40.6,19.6,0.12,0.12,0.59,0.59,Battle Mountain,Nevada
4,jan,40.6,19.6,0.12,0.12,0.79,0.79,Battle Mountain,Nevada
5,jan,40.6,19.6,0.16,0.16,0.98,0.98,Battle Mountain,Nevada
6,jan,40.6,19.7,0.2,0.2,1.18,1.18,Battle Mountain,Nevada
7,jan,40.6,19.7,0.24,0.24,1.3,1.3,Battle Mountain,Nevada
8,jan,40.7,19.8,0.28,0.28,1.5,1.5,Battle Mountain,Nevada
9,jan,40.7,19.8,0.28,0.28,1.69,1.69,Battle Mountain,Nevada
10,jan,40.7,19.9,0.31,0.31,1.89,1.89,Battle Mountain,Nevada
11,jan,40.7,20,0.35,0.35,2.09,2.09,Battle Mountain,Nevada
12,jan,40.8,20,0.39,0.39,2.28,2.28,Battle Mountain,Nevada
13,jan,40.8,20.1,0.43,0.43,2.52,2.52,Battle Mountain,Nevada
14,jan,40.9,20.2,0.43,0.43,2.72,2.72,Battle Mountain,Nevada
15,jan,40.9,20.3,0.47,0.47,2.8,2.8,Battle Mountain,Nevada
16,jan,41,20.4,0.51,0.51,2.99,2.99,Battle Mountain,Nevada
17,jan,41,20.5,0.55,0.55,3.19,3.19,Battle Mountain,Nevada
18,jan,41.1,20.6,0.55,0.55,3.39,3.39,Battle Mountain,Nevada
19,jan,41.1,20.7,0.59,0.59,3.58,3.58,Battle Mountain,Nevada
20,jan,41.2,20.8,0.63,0.63,3.7,3.7,Battle Mountain,Nevada
21,jan,41.3,20.9,0.67,0.67,3.9,3.9,Battle Mountain,Nevada
22,jan,41.4,21.1,0.67,0.67,4.09,4.09,Battle Mountain,Nevada
23,jan,41.5,21.2,0.71,0.71,4.21,4.21,Battle Mountain,Nevada
24,jan,41.6,21.3,0.75,0.75,4.41,4.41,Battle Mountain,Nevada
25,jan,41.8,21.5,0.75,0.75,4.49,4.49,Battle Mountain,Nevada
26,jan,41.9,21.6,0.79,0.79,4.69,4.69,Battle Mountain,Nevada
27,jan,42,21.8,0.79,0.79,4.8,4.8,Battle Mountain,Nevada
28,jan,42.2,21.9,0.83,0.83,5,5,Battle Mountain,Nevada
29,jan,42.4,22.1,0.87,0.87,5.12,5.12,Battle Mountain,Nevada
30,jan,42.6,22.2,0.87,0.87,5.31,5.31,Battle Mountain,Nevada
31,jan,42.8,22.4,0.91,0.91,5.39,5.39,Battle Mountain,Nevada
1,mar,53,28.7,0.04,1.65,0.12,8.82,Battle Mountain,Nevada
2,mar,53.4,28.9,0.08,1.69,0.2,8.9,Battle Mountain,Nevada
3,mar,53.8,29.1,0.08,1.69,0.31,9.02,Battle Mountain,Nevada
4,mar,54.1,29.3,0.12,1.73,0.39,9.09,Battle Mountain,Nevada
5,mar,54.5,29.5,0.16,1.77,0.51,9.21,Battle Mountain,Nevada
6,mar,54.9,29.7,0.16,1.77,0.59,9.29,Battle Mountain,Nevada
7,mar,55.2,29.9,0.2,1.81,0.71,9.41,Battle Mountain,Nevada
8,mar,55.5,30,0.2,1.85,0.91,9.61,Battle Mountain,Nevada
9,mar,55.8,30.2,0.24,1.85,0.98,9.69,Battle Mountain,Nevada
10,mar,56.1,30.4,0.28,1.89,1.1,9.8,Battle Mountain,Nevada
11,mar,56.4,30.6,0.28,1.93,1.18,9.88,Battle Mountain,Nevada
12,mar,56.7,30.7,0.31,1.97,1.18,9.88,Battle Mountain,Nevada
13,mar,57,30.9,0.35,1.97,1.3,10,Battle Mountain,Nevada
14,mar,57.3,31,0.39,2.01,1.42,10.12,Battle Mountain,Nevada
15,mar,57.5,31.2,0.39,2.05,1.5,10.2,Battle Mountain,Nevada
16,mar,57.8,31.3,0.43,2.05,1.61,10.31,Battle Mountain,Nevada
17,mar,58,31.4,0.47,2.09,1.69,10.39,Battle Mountain,Nevada
18,mar,58.2,31.5,0.47,2.13,1.69,10.39,Battle Mountain,Nevada
19,mar,58.4,31.7,0.51,2.13,1.81,10.51,Battle Mountain,Nevada
20,mar,58.6,31.8,0.51,2.17,1.89,10.59,Battle Mountain,Nevada
21,mar,58.8,31.9,0.55,2.2,2.01,10.71,Battle Mountain,Nevada
22,mar,59,32,0.59,2.2,2.01,10.71,Battle Mountain,Nevada
23,mar,59.2,32.1,0.63,2.24,2.09,10.79,Battle Mountain,Nevada
24,mar,59.4,32.2,0.63,2.28,2.2,10.91,Battle Mountain,Nevada
25,mar,59.6,32.3,0.67,2.28,2.2,10.91,Battle Mountain,Nevada
26,mar,59.8,32.4,0.71,2.32,2.28,10.98,Battle Mountain,Nevada
27,mar,59.9,32.5,0.75,2.36,2.4,11.1,Battle Mountain,Nevada
28,mar,60.1,32.6,0.79,2.4,2.4,11.1,Battle Mountain,Nevada
29,mar,60.3,32.7,0.79,2.44,2.52,11.18,Battle Mountain,Nevada
30,mar,60.5,32.8,0.83,2.44,2.52,11.18,Battle Mountain,Nevada
31,mar,60.6,32.9,0.87,2.48,2.6,11.3,Battle Mountain,Nevada
